TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20140201142361,70,4,56,3,0,7,-1,0,0,0,0
20140201142376,66,1,20,-1,1,2,2,0,0,0,-1
20140201142386,85,4,33,8,0,3,-1,0,0,0,0
20140201142410,70,4,24,2,1,3,3,0,0,0,0
20140201142419,76,4,33,5,0,3,-1,0,0,0,0
20140201142428,85,4,39,10,0,3,-1,60,0,0,0
20140201142431,78,4,47,17,0,4,-1,0,0,0,0
20140201142431,85,4,49,5,0,5,-1,60,0,0,0
20140201142445,85,1,34,-1,0,3,-1,0,0,0,-1
20140201142462,85,4,43,16,0,2,-1,60,0,0,0
20140201142472,78,4,33,2,0,5,-1,0,0,0,0
20140201142484,85,4,44,5,0,3,-1,60,0,0,0
20140201142484,75,2,44,-1,0,4,-1,0,0,0,-1
20140202140085,80,2,33,-1,0,3,-1,0,0,0,-1
20140202140098,79,4,33,4,0,3,-1,0,0,0,0
20140202140520,85,1,56,-1,0,2,-1,60,0,0,-1
20140202140520,79,1,56,-1,0,3,-1,0,0,0,-1
20140202140520,80,1,56,-1,0,4,-1,60,0,0,-1
20140202140605,80,1,39,-1,0,3,-1,60,0,0,-1
20140202140636,80,4,47,5,0,2,-1,60,0,0,0
20140202140636,80,4,48,5,0,3,-1,60,0,0,0
20140202140648,85,4,33,2,0,3,-1,60,0,0,0
20140202140664,80,4,47,20,0,4,-1,60,0,0,0
20140202140818,85,1,48,-1,0,5,-1,60,0,0,-1
20140202140853,80,4,33,7,0,4,-1,60,0,0,0
20140202141016,76,4,47,10,0,3,-1,0,0,0,0
20140202141081,80,1,44,-1,0,6,-1,60,0,0,-1
20140202141081,80,1,44,-1,0,7,-1,60,0,0,-1
20140202141124,80,4,24,3,1,2,2,0,0,0,0
20140202141216,65,1,43,-1,0,2,-1,0,0,0,-1
20140202141297,80,4,39,6,0,3,-1,60,0,0,0
20140202141324,70,3,44,-1,0,4,-1,0,0,0,-1
20140202141324,70,3,44,-1,0,5,-1,0,0,0,-1
20140202141334,80,4,33,20,0,3,-1,60,0,0,0
20140202141372,80,2,20,-1,1,2,2,0,0,0,-1
20140202141412,80,4,39,6,0,3,-1,60,0,0,0
20140202141412,85,4,34,6,0,4,-1,60,0,0,0
20140202141435,75,1,43,-1,0,5,-1,0,0,0,-1
20140202141435,78,4,33,1,0,6,-1,0,0,0,0
20140202141501,73,4,49,2,0,3,-1,0,0,0,0
20140202141672,85,1,43,-1,0,2,-1,0,0,0,-1
20140202141685,74,4,44,2,0,4,-1,0,0,0,0
20140202141685,73,1,44,-1,0,5,-1,0,0,0,-1
20140202141685,85,4,44,9,0,6,-1,60,0,0,0
20140202141685,85,4,44,9,0,7,-1,60,0,0,0
20140202141849,78,4,33,49,0,2,-1,0,0,0,0
20140202141861,52,3,24,-1,1,2,2,0,0,0,-1
20140202141935,69,4,47,5,0,4,-1,0,0,0,0
20140202141935,74,4,48,5,0,5,-1,0,0,0,0
20140202141935,70,3,41,-1,0,6,-1,0,0,0,-1
20140202141981,71,4,24,10,1,4,4,0,0,0,0
20140202142067,85,1,33,-1,0,8,-1,0,0,0,-1
20140202142409,76,4,33,2,0,4,-1,0,0,0,0
20140211131725,74,4,44,2,0,5,-1,0,0,0,0
20140211131725,76,4,44,2,0,6,-1,0,0,0,0
20140212130639,80,4,20,3,1,2,2,0,0,0,0
20140212130666,59,4,33,4,0,6,-1,0,0,0,0
20140212130881,77,4,24,5,1,4,4,0,0,0,0
20140212130928,71,1,43,-1,0,2,-1,0,0,0,-1
20140212130976,68,4,34,5,0,2,-1,0,0,0,0
20140212130976,80,4,47,15,0,3,-1,60,0,0,0
20140212130976,80,4,48,15,0,4,-1,60,0,0,0
20140212131003,68,3,43,-1,0,2,-1,0,0,0,-1
20140212131050,76,2,33,-1,0,2,-1,0,0,0,-1
20140212131187,70,4,47,2,0,4,-1,0,0,0,0
20140212131197,74,1,26,-1,1,2,2,0,0,0,-1
20140212131294,78,4,30,3,1,6,6,0,0,0,0
20140212131403,80,4,47,2,0,3,-1,60,0,0,0
20140212131403,80,4,43,2,0,4,-1,60,0,0,0
20140212131443,85,4,33,3,0,3,-1,60,0,0,0
20140212131512,54,4,24,3,1,2,2,0,0,0,0
20140212131601,60,4,44,5,0,6,-1,0,0,0,0
20140212131601,50,2,56,-1,0,7,-1,0,0,0,-1
20140212131644,77,4,47,5,0,5,-1,0,0,0,0
20140212131644,79,4,48,5,0,6,-1,0,0,0,0
20140212131694,80,4,48,3,0,5,-1,60,0,0,0
20140212131754,70,4,44,12,0,2,-1,0,0,0,0
20140212131754,70,4,44,12,0,3,-1,0,0,0,0
20140212132304,73,4,56,2,0,3,-1,0,0,0,0
20140212132304,72,1,56,-1,0,4,-1,0,0,0,-1
20140212132305,85,4,24,6,1,3,3,0,0,0,0
20140212132308,57,4,20,10,1,2,2,0,0,0,0
20140212132340,85,4,44,3,0,2,-1,60,0,0,0
20140212132352,80,1,43,-1,0,2,-1,0,0,0,-1
20140212132486,80,4,44,20,0,3,-1,60,0,0,0
20140212132486,74,4,44,7,0,4,-1,0,0,0,0
20140301140010,79,4,33,2,0,3,-1,0,0,0,0
20140301140010,80,4,34,2,0,4,-1,0,0,0,0
20140301140562,80,4,33,5,0,2,-1,60,0,0,0
20140301140582,85,4,24,4,1,3,3,0,0,0,0
20140301140688,69,4,33,2,0,2,-1,0,0,0,0
20140301140688,70,4,34,2,0,3,-1,0,0,0,0
20140301140782,64,4,33,2,0,3,-1,0,0,0,0
20140301140825,59,4,33,3,0,3,-1,0,0,0,0
20140301140825,63,4,34,3,0,4,-1,0,0,0,0
20140301141035,80,4,33,3,0,6,-1,60,0,0,0
20140301141035,80,4,34,3,0,7,-1,60,0,0,0
20140301141035,72,3,42,-1,0,8,-1,0,0,0,-1
20140301141035,75,2,42,-1,0,9,-1,0,0,0,-1
20140301141052,80,1,47,-1,0,4,-1,0,0,0,-1
20140301141200,85,4,33,5,0,2,-1,60,0,0,0
20140301141211,85,4,41,2,0,3,-1,60,0,0,0
20140301141213,34,3,22,-1,1,2,2,0,0,0,-1
20140301141297,61,1,38,-1,0,4,-1,0,0,0,-1
20140301141297,85,1,33,-1,0,5,-1,60,0,0,-1
20140301141297,85,1,34,-1,0,6,-1,60,0,0,-1
20140301141325,85,4,26,3,1,5,5,0,0,0,0
20140301141334,68,4,47,4,0,6,-1,0,0,0,0
20140301141334,46,1,24,-1,1,3,3,0,0,0,-1
20140301141346,72,2,24,-1,1,5,5,0,0,0,-1
20140301141466,85,1,47,-1,0,4,-1,60,0,0,-1
20140301141513,85,2,56,-1,0,2,-1,60,0,0,-1
20140301141797,70,4,35,2,0,2,-1,0,0,0,0
20140301141806,85,3,48,-1,0,4,-1,60,0,0,-1
20140301141941,85,4,34,26,0,5,-1,60,0,0,0
20140301141981,65,2,43,-1,0,2,-1,0,0,0,-1
20140301141990,45,1,34,-1,0,5,-1,0,0,0,-1
20140301141990,45,4,24,5,1,2,2,0,0,0,0
20140301142018,80,4,33,10,0,5,-1,60,0,0,0
20140301142053,77,4,33,2,0,3,-1,0,0,0,0
20140301142373,85,4,43,2,0,2,-1,0,0,0,0
20140301142381,60,4,33,2,0,4,-1,0,0,0,42
20140302140014,80,4,33,5,0,2,-1,60,0,0,0
20140302140035,85,3,56,-1,0,2,-1,60,0,0,-1
20140302140066,85,4,56,2,0,2,-1,60,0,0,0
20140302140066,80,4,56,3,0,3,-1,60,0,0,0
20140302140066,85,1,56,-1,0,4,-1,60,0,0,-1
20140302140075,85,4,41,2,0,2,-1,60,0,0,0
20140302140115,74,4,33,14,0,6,-1,0,0,0,0
20140302140154,74,4,47,2,0,4,-1,0,42,0,42
20140302140525,85,4,48,5,0,2,-1,0,0,0,0
20140302140553,79,4,33,4,0,4,-1,0,0,0,0
20140302140559,76,3,48,-1,0,3,-1,0,0,0,-1
20140302140580,70,4,56,5,0,3,-1,0,0,0,0
20140302140580,70,4,56,5,0,4,-1,0,0,0,0
20140302140580,70,4,56,5,0,5,-1,0,0,0,0
20140302140580,70,4,56,5,0,6,-1,0,0,0,0
20140302140580,70,4,56,5,0,7,-1,0,0,0,0
20140302140597,85,4,39,4,0,4,-1,60,0,0,0
20140302140597,80,1,39,-1,0,5,-1,60,0,0,-1
20140302140597,80,1,40,-1,0,6,-1,60,0,0,-1
20140302140598,80,3,34,-1,0,2,-1,0,0,0,-1
20140302140626,80,4,20,2,1,2,2,0,0,0,0
20140302140627,77,4,47,4,0,3,-1,0,0,0,0
20140302140641,80,1,47,-1,0,3,-1,60,0,0,-1
20140302140644,85,4,44,10,0,5,-1,60,0,0,0
20140302140644,85,4,44,4,0,6,-1,0,0,0,0
20140302140644,49,4,43,3,0,7,-1,0,0,0,0
20140302140644,72,4,33,5,0,8,-1,0,0,0,0
20140302140647,75,1,49,-1,0,3,-1,0,0,0,-1
20140302140647,80,1,49,-1,0,4,-1,60,0,0,-1
20140302140661,74,2,33,-1,0,2,-1,0,0,0,-1
20140302140674,75,4,43,13,0,4,-1,0,0,0,0
20140302140674,70,4,43,5,0,5,-1,0,0,0,0
20140302140674,85,4,47,23,0,6,-1,60,0,0,0
20140302140674,75,4,43,6,0,7,-1,0,0,0,0
20140302140674,80,4,43,13,0,8,-1,0,0,0,0
20140302140744,85,4,39,3,0,3,-1,60,0,0,0
20140302140756,80,4,56,2,0,9,-1,0,0,0,0
20140302140756,70,2,56,-1,0,10,-1,0,0,0,-1
20140302140756,80,3,56,-1,0,11,-1,0,0,0,-1
20140302140756,60,1,56,-1,0,12,-1,0,0,0,-1
20140302140756,70,4,56,2,0,13,-1,0,0,0,0
20140302140766,59,2,43,-1,0,2,-1,0,0,0,-1
20140302140786,71,4,20,5,1,2,2,0,0,0,0
20140302140788,65,4,33,2,0,2,-1,0,0,0,0
20140302140788,66,4,34,2,0,3,-1,0,0,0,0
20140302140824,38,4,38,2,0,5,-1,0,0,0,0
20140302140847,85,4,33,8,0,3,-1,0,0,0,0
20140302140847,85,3,34,-1,0,4,-1,60,0,0,-1
20140302140850,85,4,39,4,0,5,-1,60,0,0,0
20140302140850,85,4,39,6,0,6,-1,0,0,0,0
20140302140850,85,4,40,6,0,7,-1,0,0,0,0
20140302140854,85,4,44,5,0,3,-1,60,0,0,0
20140302140854,72,4,44,2,0,4,-1,0,0,0,0
20140302140854,67,3,44,-1,0,5,-1,0,0,0,-1
20140302140886,76,3,33,-1,0,5,-1,0,0,0,-1
20140302140927,85,4,44,5,0,2,-1,0,0,0,0
20140302140929,70,4,33,3,0,6,-1,0,0,0,0
20140302140965,85,1,47,-1,0,3,-1,0,0,0,-1
20140302140965,85,1,48,-1,0,4,-1,0,0,0,-1
20140302140966,80,4,34,20,0,2,-1,0,0,0,0
20140302140982,79,4,33,8,0,2,-1,0,0,0,0
20140302140987,69,4,26,3,1,2,2,0,0,0,0
20140302140989,80,4,43,10,0,4,-1,60,0,0,0
20140302140989,85,4,43,5,0,5,-1,60,0,0,0
20140302140995,85,4,33,2,0,3,-1,60,0,0,0
20140302141037,73,4,34,5,0,5,-1,0,0,0,0
20140302141039,80,4,33,10,0,2,-1,60,0,0,0
20140302141040,85,4,33,6,0,3,-1,60,0,0,0
20140302141040,85,4,34,6,0,4,-1,60,0,0,0
20140302141046,85,4,44,3,0,2,-1,60,0,0,0
20140302141046,80,4,44,3,0,3,-1,60,0,0,0
20140302141070,71,3,33,-1,0,3,-1,0,0,0,-1
20140302141070,71,3,34,-1,0,4,-1,0,0,0,-1
20140302141076,79,4,33,2,0,4,-1,0,0,0,0
20140302141096,68,4,47,2,0,5,-1,0,0,0,0
20140302141096,66,4,48,2,0,6,-1,0,0,0,0
20140302141106,75,2,20,-1,1,2,2,0,0,0,-1
20140302141107,22,2,22,-1,1,3,3,0,0,0,-1
20140302141112,80,4,33,2,0,3,-1,0,0,0,0
20140302141113,80,4,33,4,0,5,-1,60,0,0,0
20140302141120,78,2,33,-1,0,4,-1,0,0,0,-1
20140302141120,76,1,42,-1,0,5,-1,0,0,0,-1
20140302141123,61,4,26,3,1,5,5,0,0,0,0
20140302141130,85,4,33,2,0,2,-1,60,0,0,0
20140302141142,64,4,34,3,0,3,-1,0,0,0,0
20140302141149,80,4,33,6,0,2,-1,60,0,0,0
20140302141174,78,4,47,5,0,4,-1,0,0,0,0
20140302141174,80,4,48,5,0,5,-1,60,0,0,0
20140302141176,80,1,47,-1,0,3,-1,60,0,0,-1
20140302141181,80,4,33,3,0,2,-1,60,0,0,0
20140302141181,85,4,34,3,0,3,-1,0,0,0,0
20140302141196,85,2,39,-1,0,3,-1,60,0,0,-1
20140302141201,47,1,34,-1,0,4,-1,0,0,0,-1
20140302141201,80,2,26,-1,1,2,2,0,0,0,-1
20140302141201,47,2,24,-1,1,3,3,0,0,0,-1
20140302141241,72,2,30,-1,1,2,2,0,0,0,-1
20140302141268,76,4,43,3,0,2,-1,0,0,0,0
20140302141278,74,4,39,12,0,5,-1,0,0,0,0
20140302141296,80,1,43,-1,0,3,-1,60,0,0,-1
20140302141299,71,4,33,3,0,3,-1,0,0,0,0
20140302141299,70,4,34,6,0,4,-1,0,0,0,0
20140302141304,59,3,34,-1,0,5,-1,0,0,0,-1
20140302141307,75,4,39,10,0,5,-1,0,0,0,0
20140302141308,85,2,20,-1,1,2,2,0,0,0,-1
20140302141314,85,4,33,7,0,5,-1,60,0,0,0
20140302141338,85,4,33,10,0,5,-1,60,0,0,0
20140302141346,80,4,47,5,0,5,-1,60,0,0,0
20140302141377,63,1,43,-1,0,2,-1,0,0,0,-1
20140302141401,74,2,56,-1,0,4,-1,0,0,0,-1
20140302141429,80,4,34,10,0,3,-1,0,0,0,0
20140302141440,85,4,33,7,0,2,-1,60,0,0,0
20140302141454,73,4,34,7,0,5,-1,0,0,0,0
20140302141481,80,3,33,-1,0,2,-1,60,42,0,-1
20140302141488,80,4,47,2,0,2,-1,60,0,0,0
20140302141488,78,3,43,-1,0,3,-1,0,0,0,-1
20140302141495,74,1,43,-1,0,2,-1,0,0,0,-1
20140302141504,72,1,43,-1,0,2,-1,42,0,0,-1
20140302141520,80,4,33,23,0,2,-1,60,0,0,0
20140302141523,75,2,43,-1,0,5,-1,0,0,0,-1
20140302141523,75,2,43,-1,0,6,-1,0,0,0,-1
20140302141533,85,1,47,-1,0,2,-1,60,0,0,-1
20140302141536,73,4,33,3,0,2,-1,0,0,0,0
20140302141537,85,1,34,-1,0,3,-1,60,0,0,-1
20140302141554,85,2,34,-1,0,2,-1,60,0,0,-1
20140302141562,80,1,34,-1,0,3,-1,60,0,0,-1
20140302141613,56,4,20,10,1,2,2,0,0,0,0
20140302141617,80,4,24,3,1,3,3,0,0,0,0
20140302141627,85,4,47,7,0,3,-1,60,0,0,0
20140302141627,85,4,48,7,0,4,-1,60,0,0,0
20140302141654,74,4,33,4,0,2,-1,0,0,0,0
20140302141654,65,1,43,-1,0,3,-1,0,0,0,-1
20140302141674,80,4,39,2,0,5,-1,60,0,0,0
20140302141684,64,4,24,5,1,5,5,0,0,0,0
20140302141687,68,4,44,2,0,6,-1,0,0,0,0
20140302141687,63,4,44,2,0,7,-1,0,0,0,0
20140302141688,73,3,33,-1,0,2,-1,0,0,0,-1
20140302141689,66,4,33,5,0,4,-1,0,0,0,0
20140302141702,80,1,39,-1,0,4,-1,60,0,0,-1
20140302141702,80,1,41,-1,0,5,-1,60,0,0,-1
20140302141707,75,2,33,-1,0,2,-1,0,0,0,-1
20140302141707,75,2,34,-1,0,3,-1,0,0,0,-1
20140302141717,66,2,24,-1,1,5,5,0,0,0,-1
20140302141735,79,4,33,3,0,2,-1,0,0,0,0
20140302141735,85,4,34,3,0,3,-1,60,0,0,0
20140302141779,71,4,24,4,1,2,2,0,0,0,0
20140302141780,72,4,39,3,0,5,-1,0,0,0,0
20140302141780,77,4,40,3,0,6,-1,0,0,0,0
20140302141800,80,3,44,-1,0,2,-1,0,0,0,-1
20140302141803,80,4,42,8,0,3,-1,60,0,0,0
20140302141815,62,1,33,-1,0,6,-1,0,0,0,-1
20140302141815,79,1,40,-1,0,7,-1,0,0,0,-1
20140302141845,55,4,33,2,0,5,-1,0,0,0,42
20140302141845,62,4,34,2,0,6,-1,0,0,0,42
20140302141866,54,1,43,-1,0,2,-1,0,0,0,-1
20140302141884,80,4,33,4,0,2,-1,60,0,0,0
20140302141893,80,4,33,10,0,3,-1,0,0,0,0
20140302141904,75,1,44,-1,0,3,-1,0,0,0,-1
20140302141922,70,1,20,-1,1,2,2,0,0,0,-1
20140302141926,80,4,33,5,0,2,-1,60,0,0,0
20140302141931,72,4,43,5,0,5,-1,0,0,0,0
20140302141931,60,4,43,10,0,6,-1,0,0,0,0
20140302141931,62,4,43,3,0,7,-1,0,0,0,0
20140302141931,70,4,43,3,0,8,-1,0,0,0,0
20140302141932,69,3,39,-1,0,4,-1,0,0,0,-1
20140302141953,74,1,47,-1,0,5,-1,0,0,0,-1
20140302141971,80,4,33,10,0,3,-1,60,0,0,0
20140302141975,65,4,33,4,0,4,-1,0,0,0,0
20140302141982,85,2,33,-1,0,3,-1,60,0,0,-1
20140302141992,85,3,39,-1,0,3,-1,60,0,0,-1
20140302141992,85,1,40,-1,0,4,-1,60,0,0,-1
20140302142008,85,4,44,15,0,3,-1,60,0,0,0
20140302142008,79,4,44,15,0,4,-1,0,0,0,0
20140302142013,80,1,43,-1,0,4,-1,0,0,0,-1
20140302142013,70,1,43,-1,0,5,-1,0,0,0,-1
20140302142020,53,1,43,-1,0,4,-1,0,0,0,-1
20140302142022,57,2,47,-1,0,7,-1,42,0,0,-1
20140302142022,70,2,48,-1,0,8,-1,42,0,0,-1
20140302142051,48,4,29,9,1,2,2,0,0,0,0
20140302142062,55,4,33,3,0,3,-1,0,0,0,0
20140302142066,85,3,44,-1,0,2,-1,60,0,0,-1
20140302142066,85,2,43,-1,0,3,-1,0,0,0,-1
20140302142086,49,4,43,10,0,2,-1,0,0,0,0
20140302142086,30,1,43,-1,0,3,-1,0,0,0,-1
20140302142088,77,4,33,8,0,2,-1,0,0,0,0
20140302142105,85,2,39,-1,0,6,-1,60,0,0,-1
20140302142105,85,2,40,-1,0,7,-1,60,0,0,-1
20140302142106,85,4,44,6,0,3,-1,60,0,0,0
20140302142106,72,4,44,6,0,4,-1,0,0,0,0
20140302142111,85,4,24,7,1,2,2,0,0,0,0
20140302142116,72,4,41,2,0,2,-1,0,0,0,0
20140302142132,85,4,33,5,0,2,-1,0,0,0,0
20140302142142,80,4,56,7,0,2,-1,60,0,0,0
20140302142142,80,4,56,7,0,3,-1,0,0,0,0
20140302142142,65,3,56,-1,0,4,-1,0,0,0,-1
20140302142142,56,3,56,-1,0,5,-1,0,0,0,-1
20140302142142,80,4,56,2,0,6,-1,60,0,0,0
20140302142149,80,3,43,-1,0,2,-1,60,0,0,-1
20140302142175,55,1,34,-1,0,10,-1,0,0,0,-1
20140302142175,79,1,40,-1,0,11,-1,42,0,0,-1
20140302142181,85,1,33,-1,0,3,-1,60,0,0,-1
20140302142209,85,4,33,5,0,2,-1,60,0,0,0
20140302142212,85,3,42,-1,0,2,-1,60,0,0,-1
20140302142218,85,3,34,-1,0,5,-1,60,0,0,-1
20140302142218,85,1,56,-1,0,6,-1,60,0,0,-1
20140302142223,69,3,47,-1,0,3,-1,0,0,0,-1
20140302142223,73,4,48,2,0,4,-1,0,0,0,0
20140302142230,65,1,33,-1,0,4,-1,0,0,0,-1
20140302142274,63,3,33,-1,0,5,-1,0,0,0,-1
20140302142274,65,4,34,3,0,6,-1,0,0,0,0
20140302142279,69,1,20,-1,1,2,2,0,0,0,-1
20140302142290,63,3,43,-1,0,2,-1,0,0,0,-1
20140302142295,59,4,43,4,0,2,-1,0,0,0,0
20140302142295,64,4,43,4,0,3,-1,0,0,0,0
20140302142302,85,4,44,10,0,5,-1,60,0,0,0
20140302142303,80,4,47,13,0,4,-1,0,0,0,0
20140302142303,80,4,48,13,0,5,-1,0,0,0,0
20140302142312,77,4,33,2,0,4,-1,0,0,0,0
20140302142342,85,4,33,8,0,3,-1,60,0,0,0
20140302142352,77,3,24,-1,1,2,2,0,0,0,-1
20140302142354,79,1,43,-1,0,2,-1,0,0,0,-1
20140302142375,85,4,43,1,0,3,-1,60,0,0,0
20140302142377,85,4,33,5,0,3,-1,60,0,0,0
20140302142377,68,4,20,2,1,2,2,0,0,0,0
20140302142380,68,3,38,-1,0,2,-1,0,0,0,-1
20140302142390,79,4,20,3,1,2,2,0,0,0,0
20140302142408,59,3,43,-1,0,5,-1,0,0,0,-1
20140302142411,71,4,33,4,0,5,-1,0,0,0,0
20140302142414,69,4,47,3,0,3,-1,0,0,0,0
20140302142431,85,4,24,2,1,4,4,0,0,0,0
20140302142437,79,4,33,7,0,4,-1,0,0,0,0
20140302142443,75,1,43,-1,0,4,-1,42,0,0,-1
20140302142443,62,1,44,-1,0,5,-1,42,0,0,-1
20140302142443,74,1,44,-1,0,6,-1,42,0,0,-1
20140302142443,66,1,44,-1,0,7,-1,42,0,0,-1
20140302142443,77,1,44,-1,0,8,-1,42,0,0,-1
20140302142451,85,4,33,4,0,3,-1,60,0,0,0
20140302142472,66,1,43,-1,0,2,-1,0,0,0,-1
20140302142473,85,3,20,-1,1,2,2,0,0,0,-1
20140302142495,80,4,47,2,0,8,-1,0,0,0,0
20140303140056,71,1,33,-1,0,3,-1,0,0,0,-1
20140303140116,85,2,43,-1,0,2,-1,60,0,0,-1
20140303140151,78,1,41,-1,0,2,-1,0,0,0,-1
20140303140151,80,1,41,-1,0,3,-1,60,0,0,-1
20140303140520,80,4,41,15,0,2,-1,0,0,0,0
20140303140521,78,4,33,5,0,3,-1,0,0,0,0
20140303140521,65,4,21,15,1,2,2,0,0,0,0
20140303140577,85,4,44,6,0,2,-1,60,0,0,0
20140303140577,85,4,44,1,0,3,-1,60,0,0,0
20140303140710,85,1,33,-1,0,5,-1,60,0,0,-1
20140303140794,85,1,42,-1,0,3,-1,0,0,0,-1
20140303140806,64,4,21,3,1,2,2,0,0,0,0
20140303140833,85,4,26,3,1,3,3,0,0,0,0
20140303140860,80,4,33,10,0,5,-1,0,0,0,0
20140303140867,73,4,47,8,0,6,-1,0,0,0,0
20140303140878,67,4,33,10,0,5,-1,0,0,0,0
20140303140878,58,4,34,10,0,6,-1,0,0,0,0
20140303140881,63,4,20,16,1,2,2,0,0,0,0
20140303140996,68,4,33,3,0,4,-1,0,0,0,0
20140303141098,85,4,34,19,0,3,-1,60,0,0,0
20140303141103,64,1,39,-1,0,6,-1,0,0,0,-1
20140303141103,75,4,47,30,0,7,-1,0,0,0,0
20140303141103,80,4,48,30,0,8,-1,0,0,0,0
20140303141118,66,1,20,-1,1,2,2,0,0,0,-1
20140303141174,85,4,35,2,0,2,-1,60,0,0,0
20140303141198,80,4,39,2,0,6,-1,0,0,0,0
20140303141198,80,3,40,-1,0,7,-1,60,0,0,-1
20140303141205,80,4,43,5,0,2,-1,60,0,0,0
20140303141211,67,3,33,-1,0,3,-1,0,0,0,-1
20140303141211,69,3,34,-1,0,4,-1,0,0,0,-1
20140303141217,85,4,33,10,0,2,-1,60,0,0,0
20140303141235,85,4,39,4,0,3,-1,60,0,0,0
20140303141458,80,4,33,3,0,2,-1,60,0,0,0
20140303141474,85,4,33,5,0,2,-1,60,0,0,0
20140303141510,80,4,44,5,0,5,-1,60,0,0,0
20140303141510,85,4,44,5,0,6,-1,60,0,0,0
20140303141510,48,3,43,-1,0,7,-1,0,0,0,-1
20140303141617,60,1,26,-1,1,8,8,0,0,0,-1
20140303141621,85,2,33,-1,0,3,-1,60,0,0,-1
20140303141664,80,4,33,3,0,3,-1,60,0,0,0
20140303141709,76,2,33,-1,0,5,-1,0,0,0,-1
20140303141722,66,3,42,-1,0,5,-1,0,0,0,-1
20140303141722,85,1,47,-1,0,6,-1,60,0,0,-1
20140303141724,75,1,33,-1,0,7,-1,0,0,0,-1
20140303141752,85,1,43,-1,0,2,-1,60,0,0,-1
20140303141806,85,4,43,6,0,3,-1,60,0,0,0
20140303141806,80,4,43,10,0,4,-1,60,0,0,0
20140303141813,80,4,47,5,0,2,-1,60,0,0,0
20140303141824,80,4,47,4,0,5,-1,60,0,0,0
20140303141867,73,4,33,5,0,2,-1,0,0,0,0
20140303141876,85,4,47,3,0,4,-1,60,0,0,0
20140303141891,80,1,33,-1,0,5,-1,60,0,0,-1
20140303141928,79,1,47,-1,0,6,-1,0,0,0,-1
20140303141952,79,3,33,-1,0,5,-1,0,0,0,-1
20140303141952,80,1,34,-1,0,6,-1,60,0,0,-1
20140303142002,80,4,20,16,1,2,2,0,0,0,0
20140303142027,85,4,47,6,0,4,-1,60,0,0,0
20140303142097,77,4,43,5,0,2,-1,0,0,0,0
20140303142102,72,4,43,2,0,2,-1,0,0,0,42
20140303142102,72,4,43,4,0,3,-1,0,0,0,42
20140303142102,80,4,43,4,0,4,-1,0,0,0,0
20140303142102,72,4,43,4,0,5,-1,0,0,0,0
20140303142212,85,4,33,3,0,3,-1,60,0,0,0
20140303142253,69,4,40,3,0,5,-1,0,0,0,0
20140303142278,80,4,33,10,0,4,-1,60,0,0,0
20140303142281,80,4,33,3,0,2,-1,60,0,0,0
20140303142384,67,4,49,28,0,3,-1,0,0,0,0
20140303142384,57,1,49,-1,0,4,-1,0,0,0,-1
20140303142425,77,4,20,3,1,2,2,0,0,0,0
20140303142446,85,1,47,-1,0,6,-1,60,0,0,-1
20140303142518,85,2,47,-1,0,4,-1,60,0,0,-1
20140401141118,85,4,40,5,0,3,-1,60,0,0,0
20140402140503,76,2,47,-1,0,4,-1,0,0,0,-1
20140402140530,80,4,33,3,0,2,-1,60,0,0,42
20140402140586,85,3,43,-1,0,2,-1,60,0,0,-1
20140402140778,70,4,34,4,0,2,-1,0,0,0,0
20140402140806,66,1,33,-1,0,7,-1,0,0,0,-1
20140402140974,75,4,33,5,0,3,-1,0,0,0,0
20140402141031,72,1,56,-1,0,4,-1,0,0,0,-1
20140402141140,70,4,33,3,0,5,-1,0,0,0,0
20140402141167,80,4,44,2,0,2,-1,60,0,0,0
20140402141188,77,4,24,10,1,2,2,0,0,0,0
20140402141758,76,3,34,-1,0,6,-1,0,0,0,-1
20140402141758,76,4,33,4,0,7,-1,0,0,0,0
20140402141864,85,4,26,2,1,3,3,0,0,0,0
20140402141943,80,4,20,5,1,3,3,0,0,0,0
20140402141951,77,1,47,-1,0,8,-1,0,0,0,-1
20140402141997,65,4,34,2,0,4,-1,0,0,0,0
20140402142042,68,4,47,9,0,5,-1,0,0,0,0
20140402142042,72,4,48,9,0,6,-1,0,0,0,0
20140402142213,64,1,39,-1,0,5,-1,0,0,0,-1
20140402142269,75,4,43,5,0,4,-1,0,0,0,0
20140402142269,73,4,43,4,0,5,-1,0,0,0,0
20140402142269,85,4,26,3,1,2,2,0,0,0,0
20140403140009,80,3,40,-1,0,2,-1,60,0,0,-1
20140403140053,85,4,33,10,0,2,-1,60,0,0,0
20140403140053,68,1,43,-1,0,3,-1,0,0,0,-1
20140403140057,85,4,24,4,1,2,2,0,0,0,0
20140403140067,79,4,26,5,1,4,4,0,0,0,0
20140403140090,66,1,34,-1,0,5,-1,0,0,0,-1
20140403140121,72,4,20,2,1,2,2,0,0,0,0
20140403140129,85,1,40,-1,0,4,-1,0,0,0,-1
20140403140132,39,4,20,3,1,2,2,0,0,0,0
20140403140508,77,2,38,-1,0,2,-1,0,0,0,-1
20140403140511,85,4,34,3,0,3,-1,60,0,0,0
20140403140558,85,4,40,2,0,3,-1,60,0,0,0
20140403140561,80,1,43,-1,0,5,-1,60,0,0,-1
20140403140561,56,4,33,3,0,6,-1,0,42,0,42
